Class-01 | Maths | Intro : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6362660621112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-42 | Sitting Arrangement : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6347449842112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-43 | Sitting Arrangement : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6347541514112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-44 | Sitting Arrangement : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6347669662112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-45 | Sitting Arrangement : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6347740649112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-46 | Sitting Arrangement : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6347819789112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-47 | Sitting Arrangement : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6348077164112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-48 | Sitting Arrangement : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6348202949112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-49 | Sitting Arrangement : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6348261151112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-50 | Sitting Arrangement : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6348322165112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-51 | Sitting Arrangement : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6348390405112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-52 | Sitting Arrangement : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6348474166112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
